ID,NOME,VALOR
10068,NOME 10068,10068000.55
10069,NOME 10069,10069000.55
10070,NOME 10070,10070000.55
10071,NOME 10071,10071000.55
10072,NOME 10072,10072000.55
10073,NOME 10073,10073000.55
10074,NOME 10074,10074000.55
10075,NOME 10075,10075000.55
10076,NOME 10076,10076000.55
10077,NOME 10077,10077000.55
10078,NOME 10078,10078000.55
10079,NOME 10079,10079000.55
10080,NOME 10080,10080000.55
10081,NOME 10081,10081000.55
10082,NOME 10082,10082000.55
10083,NOME 10083,10083000.55
10084,NOME 10084,10084000.55
10085,NOME 10085,10085000.55
10086,NOME 10086,10086000.55
10087,NOME 10087,10087000.55
10088,NOME 10088,10088000.55
10089,NOME 10089,10089000.55
10090,NOME 10090,10090000.55
10091,NOME 10091,10091000.55
10092,NOME 10092,10092000.55
10093,NOME 10093,10093000.55
10094,NOME 10094,10094000.55
10095,NOME 10095,10095000.55
10096,NOME 10096,10096000.55
10097,NOME 10097,10097000.55
10098,NOME 10098,10098000.55
10099,NOME 10099,10099000.55
10100,NOME 10100,10100000.55
10101,NOME 10101,10101000.55
10102,NOME 10102,10102000.55
10103,NOME 10103,10103000.55
10104,NOME 10104,10104000.55
10105,NOME 10105,10105000.55
10106,NOME 10106,10106000.55
10107,NOME 10107,10107000.55
10108,NOME 10108,10108000.55
10109,NOME 10109,10109000.55
10110,NOME 10110,10110000.55
10111,NOME 10111,10111000.55
10112,NOME 10112,10112000.55
10113,NOME 10113,10113000.55
10114,NOME 10114,10114000.55
10115,NOME 10115,10115000.55
10116,NOME 10116,10116000.55
10117,NOME 10117,10117000.55
10118,NOME 10118,10118000.55
10119,NOME 10119,10119000.55
10120,NOME 10120,10120000.55
10121,NOME 10121,10121000.55
10122,NOME 10122,10122000.55
10123,NOME 10123,10123000.55
10124,NOME 10124,10124000.55
10125,NOME 10125,10125000.55
10126,NOME 10126,10126000.55
10127,NOME 10127,10127000.55
10128,NOME 10128,10128000.55
10129,NOME 10129,10129000.55
10130,NOME 10130,10130000.55
10131,NOME 10131,10131000.55
10132,NOME 10132,10132000.55
10133,NOME 10133,10133000.55
10134,NOME 10134,10134000.55
10135,NOME 10135,10135000.55
10136,NOME 10136,10136000.55
10137,NOME 10137,10137000.55
10138,NOME 10138,10138000.55
10139,NOME 10139,10139000.55
10140,NOME 10140,10140000.55
10141,NOME 10141,10141000.55
10142,NOME 10142,10142000.55
10143,NOME 10143,10143000.55
10144,NOME 10144,10144000.55
10145,NOME 10145,10145000.55
10146,NOME 10146,10146000.55
10147,NOME 10147,10147000.55
10148,NOME 10148,10148000.55
10149,NOME 10149,10149000.55
10150,NOME 10150,10150000.55
10151,NOME 10151,10151000.55
10152,NOME 10152,10152000.55
10153,NOME 10153,10153000.55
10154,NOME 10154,10154000.55
10155,NOME 10155,10155000.55
10156,NOME 10156,10156000.55
10157,NOME 10157,10157000.55
10158,NOME 10158,10158000.55
10159,NOME 10159,10159000.55
10160,NOME 10160,10160000.55
10161,NOME 10161,10161000.55
10162,NOME 10162,10162000.55
10163,NOME 10163,10163000.55
10164,NOME 10164,10164000.55
10165,NOME 10165,10165000.55
10166,NOME 10166,10166000.55
10167,NOME 10167,10167000.55
10168,NOME 10168,10168000.55
10169,NOME 10169,10169000.55
10170,NOME 10170,10170000.55
10171,NOME 10171,10171000.55
10172,NOME 10172,10172000.55
10173,NOME 10173,10173000.55
10174,NOME 10174,10174000.55
10175,NOME 10175,10175000.55
10176,NOME 10176,10176000.55
10177,NOME 10177,10177000.55
10178,NOME 10178,10178000.55
10179,NOME 10179,10179000.55
10180,NOME 10180,10180000.55
10181,NOME 10181,10181000.55
10182,NOME 10182,10182000.55
10183,NOME 10183,10183000.55
10184,NOME 10184,10184000.55
10185,NOME 10185,10185000.55
10186,NOME 10186,10186000.55
10187,NOME 10187,10187000.55
10188,NOME 10188,10188000.55
10189,NOME 10189,10189000.55
10190,NOME 10190,10190000.55
10191,NOME 10191,10191000.55
10192,NOME 10192,10192000.55
10193,NOME 10193,10193000.55
10194,NOME 10194,10194000.55
10195,NOME 10195,10195000.55
10196,NOME 10196,10196000.55
10197,NOME 10197,10197000.55
10198,NOME 10198,10198000.55
10199,NOME 10199,10199000.55
10200,NOME 10200,10200000.55
10201,NOME 10201,10201000.55
10202,NOME 10202,10202000.55
10203,NOME 10203,10203000.55
10204,NOME 10204,10204000.55
10205,NOME 10205,10205000.55
10206,NOME 10206,10206000.55
10207,NOME 10207,10207000.55
10208,NOME 10208,10208000.55
10209,NOME 10209,10209000.55
10210,NOME 10210,10210000.55
10211,NOME 10211,10211000.55
10212,NOME 10212,10212000.55
10213,NOME 10213,10213000.55
10214,NOME 10214,10214000.55
10215,NOME 10215,10215000.55
10216,NOME 10216,10216000.55
10217,NOME 10217,10217000.55
10218,NOME 10218,10218000.55
10219,NOME 10219,10219000.55
10220,NOME 10220,10220000.55
10221,NOME 10221,10221000.55
10222,NOME 10222,10222000.55
10223,NOME 10223,10223000.55
10224,NOME 10224,10224000.55
10225,NOME 10225,10225000.55
10226,NOME 10226,10226000.55
10227,NOME 10227,10227000.55
10228,NOME 10228,10228000.55
10229,NOME 10229,10229000.55
10230,NOME 10230,10230000.55
10231,NOME 10231,10231000.55
10232,NOME 10232,10232000.55
10233,NOME 10233,10233000.55
10234,NOME 10234,10234000.55
10235,NOME 10235,10235000.55
10236,NOME 10236,10236000.55
10237,NOME 10237,10237000.55
10238,NOME 10238,10238000.55
10239,NOME 10239,10239000.55
10240,NOME 10240,10240000.55
10241,NOME 10241,10241000.55
10242,NOME 10242,10242000.55
10243,NOME 10243,10243000.55
10244,NOME 10244,10244000.55
10245,NOME 10245,10245000.55
10246,NOME 10246,10246000.55
10247,NOME 10247,10247000.55
10248,NOME 10248,10248000.55
10249,NOME 10249,10249000.55
10250,NOME 10250,10250000.55
10251,NOME 10251,10251000.55
10252,NOME 10252,10252000.55
10253,NOME 10253,10253000.55
10254,NOME 10254,10254000.55
10255,NOME 10255,10255000.55
10256,NOME 10256,10256000.55
10257,NOME 10257,10257000.55
10258,NOME 10258,10258000.55
10259,NOME 10259,10259000.55
10260,NOME 10260,10260000.55
10261,NOME 10261,10261000.55
10262,NOME 10262,10262000.55
10263,NOME 10263,10263000.55
10264,NOME 10264,10264000.55
10265,NOME 10265,10265000.55
10266,NOME 10266,10266000.55
10267,NOME 10267,10267000.55
10268,NOME 10268,10268000.55
10269,NOME 10269,10269000.55
10270,NOME 10270,10270000.55
10271,NOME 10271,10271000.55
10272,NOME 10272,10272000.55
10273,NOME 10273,10273000.55
10274,NOME 10274,10274000.55
10275,NOME 10275,10275000.55
10276,NOME 10276,10276000.55
10277,NOME 10277,10277000.55
10278,NOME 10278,10278000.55
10279,NOME 10279,10279000.55
10280,NOME 10280,10280000.55
10281,NOME 10281,10281000.55
10282,NOME 10282,10282000.55
10283,NOME 10283,10283000.55
10284,NOME 10284,10284000.55
10285,NOME 10285,10285000.55
10286,NOME 10286,10286000.55
10287,NOME 10287,10287000.55
10288,NOME 10288,10288000.55
10289,NOME 10289,10289000.55
10290,NOME 10290,10290000.55
10291,NOME 10291,10291000.55
10292,NOME 10292,10292000.55
10293,NOME 10293,10293000.55
10294,NOME 10294,10294000.55
10295,NOME 10295,10295000.55
10296,NOME 10296,10296000.55
10297,NOME 10297,10297000.55
10298,NOME 10298,10298000.55
10299,NOME 10299,10299000.55
10300,NOME 10300,10300000.55
10301,NOME 10301,10301000.55
10302,NOME 10302,10302000.55
10303,NOME 10303,10303000.55
10304,NOME 10304,10304000.55
10305,NOME 10305,10305000.55
10306,NOME 10306,10306000.55
10307,NOME 10307,10307000.55
10308,NOME 10308,10308000.55
10309,NOME 10309,10309000.55
10310,NOME 10310,10310000.55
10311,NOME 10311,10311000.55
10312,NOME 10312,10312000.55
10313,NOME 10313,10313000.55
10314,NOME 10314,10314000.55
10315,NOME 10315,10315000.55
10316,NOME 10316,10316000.55
10317,NOME 10317,10317000.55
10318,NOME 10318,10318000.55
10319,NOME 10319,10319000.55
10320,NOME 10320,10320000.55
10321,NOME 10321,10321000.55
10322,NOME 10322,10322000.55
10323,NOME 10323,10323000.55
10324,NOME 10324,10324000.55
10325,NOME 10325,10325000.55
10326,NOME 10326,10326000.55
10327,NOME 10327,10327000.55
10328,NOME 10328,10328000.55
10329,NOME 10329,10329000.55
10330,NOME 10330,10330000.55
10331,NOME 10331,10331000.55
10332,NOME 10332,10332000.55
10333,NOME 10333,10333000.55
10334,NOME 10334,10334000.55
10335,NOME 10335,10335000.55
10336,NOME 10336,10336000.55
10337,NOME 10337,10337000.55
10338,NOME 10338,10338000.55
10339,NOME 10339,10339000.55
10340,NOME 10340,10340000.55
10341,NOME 10341,10341000.55
10342,NOME 10342,10342000.55
10343,NOME 10343,10343000.55
10344,NOME 10344,10344000.55
10345,NOME 10345,10345000.55
10346,NOME 10346,10346000.55
10347,NOME 10347,10347000.55
10348,NOME 10348,10348000.55
10349,NOME 10349,10349000.55
10350,NOME 10350,10350000.55
10351,NOME 10351,10351000.55
10352,NOME 10352,10352000.55
10353,NOME 10353,10353000.55
10354,NOME 10354,10354000.55
10355,NOME 10355,10355000.55
10356,NOME 10356,10356000.55
10357,NOME 10357,10357000.55
10358,NOME 10358,10358000.55
10359,NOME 10359,10359000.55
10360,NOME 10360,10360000.55
10361,NOME 10361,10361000.55
10362,NOME 10362,10362000.55
10363,NOME 10363,10363000.55
10364,NOME 10364,10364000.55
10365,NOME 10365,10365000.55
10366,NOME 10366,10366000.55
10367,NOME 10367,10367000.55
10368,NOME 10368,10368000.55
10369,NOME 10369,10369000.55
10370,NOME 10370,10370000.55
10371,NOME 10371,10371000.55
10372,NOME 10372,10372000.55
10373,NOME 10373,10373000.55
10374,NOME 10374,10374000.55
10375,NOME 10375,10375000.55
10376,NOME 10376,10376000.55
10377,NOME 10377,10377000.55
10378,NOME 10378,10378000.55
10379,NOME 10379,10379000.55
10380,NOME 10380,10380000.55
10381,NOME 10381,10381000.55
10382,NOME 10382,10382000.55
10383,NOME 10383,10383000.55
10384,NOME 10384,10384000.55
10385,NOME 10385,10385000.55
10386,NOME 10386,10386000.55
10387,NOME 10387,10387000.55
10388,NOME 10388,10388000.55
10389,NOME 10389,10389000.55
10390,NOME 10390,10390000.55
10391,NOME 10391,10391000.55
10392,NOME 10392,10392000.55
10393,NOME 10393,10393000.55
10394,NOME 10394,10394000.55
10395,NOME 10395,10395000.55
10396,NOME 10396,10396000.55
10397,NOME 10397,10397000.55
10398,NOME 10398,10398000.55
10399,NOME 10399,10399000.55
10400,NOME 10400,10400000.55
10401,NOME 10401,10401000.55
10402,NOME 10402,10402000.55
10403,NOME 10403,10403000.55
10404,NOME 10404,10404000.55
10405,NOME 10405,10405000.55
10406,NOME 10406,10406000.55
10407,NOME 10407,10407000.55
10408,NOME 10408,10408000.55
10409,NOME 10409,10409000.55
10410,NOME 10410,10410000.55
10411,NOME 10411,10411000.55
10412,NOME 10412,10412000.55
10413,NOME 10413,10413000.55
10414,NOME 10414,10414000.55
10415,NOME 10415,10415000.55
10416,NOME 10416,10416000.55
10417,NOME 10417,10417000.55
10418,NOME 10418,10418000.55
10419,NOME 10419,10419000.55
10420,NOME 10420,10420000.55
10421,NOME 10421,10421000.55
10422,NOME 10422,10422000.55
10423,NOME 10423,10423000.55
10424,NOME 10424,10424000.55
10425,NOME 10425,10425000.55
10426,NOME 10426,10426000.55
10427,NOME 10427,10427000.55
10428,NOME 10428,10428000.55
10429,NOME 10429,10429000.55
10430,NOME 10430,10430000.55
10431,NOME 10431,10431000.55
10432,NOME 10432,10432000.55
10433,NOME 10433,10433000.55
10434,NOME 10434,10434000.55
10435,NOME 10435,10435000.55
10436,NOME 10436,10436000.55
10437,NOME 10437,10437000.55
10438,NOME 10438,10438000.55
10439,NOME 10439,10439000.55
10440,NOME 10440,10440000.55
10441,NOME 10441,10441000.55
10442,NOME 10442,10442000.55
10443,NOME 10443,10443000.55
10444,NOME 10444,10444000.55
10445,NOME 10445,10445000.55
10446,NOME 10446,10446000.55
10447,NOME 10447,10447000.55
10448,NOME 10448,10448000.55
10449,NOME 10449,10449000.55
10450,NOME 10450,10450000.55
10451,NOME 10451,10451000.55
10452,NOME 10452,10452000.55
10453,NOME 10453,10453000.55
10454,NOME 10454,10454000.55
10455,NOME 10455,10455000.55
10456,NOME 10456,10456000.55
10457,NOME 10457,10457000.55
10458,NOME 10458,10458000.55
10459,NOME 10459,10459000.55
10460,NOME 10460,10460000.55
10461,NOME 10461,10461000.55
10462,NOME 10462,10462000.55
10463,NOME 10463,10463000.55
10464,NOME 10464,10464000.55
10465,NOME 10465,10465000.55
10466,NOME 10466,10466000.55
10467,NOME 10467,10467000.55
10468,NOME 10468,10468000.55
10469,NOME 10469,10469000.55
10470,NOME 10470,10470000.55
10471,NOME 10471,10471000.55
10472,NOME 10472,10472000.55
10473,NOME 10473,10473000.55
10474,NOME 10474,10474000.55
10475,NOME 10475,10475000.55
10476,NOME 10476,10476000.55
10477,NOME 10477,10477000.55
10478,NOME 10478,10478000.55
10479,NOME 10479,10479000.55
10480,NOME 10480,10480000.55
10481,NOME 10481,10481000.55
10482,NOME 10482,10482000.55
10483,NOME 10483,10483000.55
10484,NOME 10484,10484000.55
10485,NOME 10485,10485000.55
10486,NOME 10486,10486000.55
10487,NOME 10487,10487000.55
10488,NOME 10488,10488000.55
10489,NOME 10489,10489000.55
10490,NOME 10490,10490000.55
10491,NOME 10491,10491000.55
10492,NOME 10492,10492000.55
10493,NOME 10493,10493000.55
10494,NOME 10494,10494000.55
10495,NOME 10495,10495000.55
10496,NOME 10496,10496000.55
10497,NOME 10497,10497000.55
10498,NOME 10498,10498000.55
10499,NOME 10499,10499000.55
10500,NOME 10500,10500000.55
10501,NOME 10501,10501000.55
10502,NOME 10502,10502000.55
10503,NOME 10503,10503000.55
10504,NOME 10504,10504000.55
10505,NOME 10505,10505000.55
10506,NOME 10506,10506000.55
10507,NOME 10507,10507000.55
10508,NOME 10508,10508000.55
10509,NOME 10509,10509000.55
10510,NOME 10510,10510000.55
10511,NOME 10511,10511000.55
10512,NOME 10512,10512000.55
10513,NOME 10513,10513000.55
10514,NOME 10514,10514000.55
10515,NOME 10515,10515000.55
10516,NOME 10516,10516000.55
10517,NOME 10517,10517000.55
10518,NOME 10518,10518000.55
10519,NOME 10519,10519000.55
10520,NOME 10520,10520000.55
10521,NOME 10521,10521000.55
10522,NOME 10522,10522000.55
10523,NOME 10523,10523000.55
10524,NOME 10524,10524000.55
10525,NOME 10525,10525000.55
10526,NOME 10526,10526000.55
10527,NOME 10527,10527000.55
10528,NOME 10528,10528000.55
10529,NOME 10529,10529000.55
10530,NOME 10530,10530000.55
10531,NOME 10531,10531000.55
10532,NOME 10532,10532000.55
10533,NOME 10533,10533000.55
10534,NOME 10534,10534000.55
10535,NOME 10535,10535000.55
10536,NOME 10536,10536000.55
10537,NOME 10537,10537000.55
10538,NOME 10538,10538000.55
10539,NOME 10539,10539000.55
10540,NOME 10540,10540000.55
10541,NOME 10541,10541000.55
10542,NOME 10542,10542000.55
10543,NOME 10543,10543000.55
10544,NOME 10544,10544000.55
10545,NOME 10545,10545000.55
10546,NOME 10546,10546000.55
10547,NOME 10547,10547000.55
10548,NOME 10548,10548000.55
10549,NOME 10549,10549000.55
10550,NOME 10550,10550000.55
10551,NOME 10551,10551000.55
10552,NOME 10552,10552000.55
10553,NOME 10553,10553000.55
10554,NOME 10554,10554000.55
10555,NOME 10555,10555000.55
10556,NOME 10556,10556000.55
10557,NOME 10557,10557000.55
10558,NOME 10558,10558000.55
10559,NOME 10559,10559000.55
10560,NOME 10560,10560000.55
10561,NOME 10561,10561000.55
10562,NOME 10562,10562000.55
10563,NOME 10563,10563000.55
10564,NOME 10564,10564000.55
10565,NOME 10565,10565000.55
10566,NOME 10566,10566000.55
10567,NOME 10567,10567000.55
10568,NOME 10568,10568000.55
10569,NOME 10569,10569000.55
10570,NOME 10570,10570000.55
10571,NOME 10571,10571000.55
10572,NOME 10572,10572000.55
10573,NOME 10573,10573000.55
10574,NOME 10574,10574000.55
10575,NOME 10575,10575000.55
10576,NOME 10576,10576000.55
10577,NOME 10577,10577000.55
10578,NOME 10578,10578000.55
10579,NOME 10579,10579000.55
10580,NOME 10580,10580000.55
10581,NOME 10581,10581000.55
10582,NOME 10582,10582000.55
10583,NOME 10583,10583000.55
10584,NOME 10584,10584000.55
10585,NOME 10585,10585000.55
10586,NOME 10586,10586000.55
10587,NOME 10587,10587000.55
10588,NOME 10588,10588000.55
10589,NOME 10589,10589000.55
10590,NOME 10590,10590000.55
10591,NOME 10591,10591000.55
10592,NOME 10592,10592000.55
10593,NOME 10593,10593000.55
10594,NOME 10594,10594000.55
10595,NOME 10595,10595000.55
10596,NOME 10596,10596000.55
10597,NOME 10597,10597000.55
10598,NOME 10598,10598000.55
10599,NOME 10599,10599000.55
10600,NOME 10600,10600000.55
10601,NOME 10601,10601000.55
10602,NOME 10602,10602000.55
10603,NOME 10603,10603000.55
10604,NOME 10604,10604000.55
10605,NOME 10605,10605000.55
10606,NOME 10606,10606000.55
10607,NOME 10607,10607000.55
10608,NOME 10608,10608000.55
10609,NOME 10609,10609000.55
10610,NOME 10610,10610000.55
10611,NOME 10611,10611000.55
10612,NOME 10612,10612000.55
10613,NOME 10613,10613000.55
10614,NOME 10614,10614000.55
10615,NOME 10615,10615000.55
10616,NOME 10616,10616000.55
10617,NOME 10617,10617000.55
10618,NOME 10618,10618000.55
10619,NOME 10619,10619000.55
10620,NOME 10620,10620000.55
10621,NOME 10621,10621000.55
10622,NOME 10622,10622000.55
10623,NOME 10623,10623000.55
10624,NOME 10624,10624000.55
10625,NOME 10625,10625000.55
10626,NOME 10626,10626000.55
10627,NOME 10627,10627000.55
10628,NOME 10628,10628000.55
10629,NOME 10629,10629000.55
10630,NOME 10630,10630000.55
10631,NOME 10631,10631000.55
10632,NOME 10632,10632000.55
10633,NOME 10633,10633000.55
10634,NOME 10634,10634000.55
10635,NOME 10635,10635000.55
10636,NOME 10636,10636000.55
10637,NOME 10637,10637000.55
10638,NOME 10638,10638000.55
10639,NOME 10639,10639000.55
10640,NOME 10640,10640000.55
10641,NOME 10641,10641000.55
10642,NOME 10642,10642000.55
10643,NOME 10643,10643000.55
10644,NOME 10644,10644000.55
10645,NOME 10645,10645000.55
10646,NOME 10646,10646000.55
10647,NOME 10647,10647000.55
10648,NOME 10648,10648000.55
10649,NOME 10649,10649000.55
10650,NOME 10650,10650000.55
10651,NOME 10651,10651000.55
10652,NOME 10652,10652000.55
10653,NOME 10653,10653000.55
10654,NOME 10654,10654000.55
10655,NOME 10655,10655000.55
10656,NOME 10656,10656000.55
10657,NOME 10657,10657000.55
10658,NOME 10658,10658000.55
10659,NOME 10659,10659000.55
10660,NOME 10660,10660000.55
10661,NOME 10661,10661000.55
10662,NOME 10662,10662000.55
10663,NOME 10663,10663000.55
10664,NOME 10664,10664000.55
10665,NOME 10665,10665000.55
10666,NOME 10666,10666000.55
10667,NOME 10667,10667000.55
10668,NOME 10668,10668000.55
10669,NOME 10669,10669000.55
10670,NOME 10670,10670000.55
10671,NOME 10671,10671000.55
10672,NOME 10672,10672000.55
10673,NOME 10673,10673000.55
10674,NOME 10674,10674000.55
10675,NOME 10675,10675000.55
10676,NOME 10676,10676000.55
10677,NOME 10677,10677000.55
10678,NOME 10678,10678000.55
10679,NOME 10679,10679000.55
10680,NOME 10680,10680000.55
10681,NOME 10681,10681000.55
10682,NOME 10682,10682000.55
10683,NOME 10683,10683000.55
10684,NOME 10684,10684000.55
10685,NOME 10685,10685000.55
10686,NOME 10686,10686000.55
10687,NOME 10687,10687000.55
10688,NOME 10688,10688000.55
10689,NOME 10689,10689000.55
10690,NOME 10690,10690000.55
10691,NOME 10691,10691000.55
10692,NOME 10692,10692000.55
10693,NOME 10693,10693000.55
10694,NOME 10694,10694000.55
10695,NOME 10695,10695000.55
10696,NOME 10696,10696000.55
10697,NOME 10697,10697000.55
10698,NOME 10698,10698000.55
10699,NOME 10699,10699000.55
10700,NOME 10700,10700000.55
10701,NOME 10701,10701000.55
10702,NOME 10702,10702000.55
10703,NOME 10703,10703000.55
10704,NOME 10704,10704000.55
10705,NOME 10705,10705000.55
10706,NOME 10706,10706000.55
10707,NOME 10707,10707000.55
10708,NOME 10708,10708000.55
10709,NOME 10709,10709000.55
10710,NOME 10710,10710000.55
10711,NOME 10711,10711000.55
10712,NOME 10712,10712000.55
10713,NOME 10713,10713000.55
10714,NOME 10714,10714000.55
10715,NOME 10715,10715000.55
10716,NOME 10716,10716000.55
10717,NOME 10717,10717000.55
10718,NOME 10718,10718000.55
10719,NOME 10719,10719000.55
10720,NOME 10720,10720000.55
10721,NOME 10721,10721000.55
10722,NOME 10722,10722000.55
10723,NOME 10723,10723000.55
10724,NOME 10724,10724000.55
10725,NOME 10725,10725000.55
10726,NOME 10726,10726000.55
10727,NOME 10727,10727000.55
10728,NOME 10728,10728000.55
10729,NOME 10729,10729000.55
10730,NOME 10730,10730000.55
10731,NOME 10731,10731000.55
10732,NOME 10732,10732000.55
10733,NOME 10733,10733000.55
10734,NOME 10734,10734000.55
10735,NOME 10735,10735000.55
10736,NOME 10736,10736000.55
10737,NOME 10737,10737000.55
10738,NOME 10738,10738000.55
10739,NOME 10739,10739000.55
10740,NOME 10740,10740000.55
10741,NOME 10741,10741000.55
10742,NOME 10742,10742000.55
10743,NOME 10743,10743000.55
10744,NOME 10744,10744000.55
10745,NOME 10745,10745000.55
10746,NOME 10746,10746000.55
10747,NOME 10747,10747000.55
10748,NOME 10748,10748000.55
10749,NOME 10749,10749000.55
10750,NOME 10750,10750000.55
10751,NOME 10751,10751000.55
10752,NOME 10752,10752000.55
10753,NOME 10753,10753000.55
10754,NOME 10754,10754000.55
10755,NOME 10755,10755000.55
10756,NOME 10756,10756000.55
10757,NOME 10757,10757000.55
10758,NOME 10758,10758000.55
10759,NOME 10759,10759000.55
10760,NOME 10760,10760000.55
10761,NOME 10761,10761000.55
10762,NOME 10762,10762000.55
10763,NOME 10763,10763000.55
10764,NOME 10764,10764000.55
10765,NOME 10765,10765000.55
10766,NOME 10766,10766000.55
10767,NOME 10767,10767000.55
10768,NOME 10768,10768000.55
10769,NOME 10769,10769000.55
10770,NOME 10770,10770000.55
10771,NOME 10771,10771000.55
10772,NOME 10772,10772000.55
10773,NOME 10773,10773000.55
10774,NOME 10774,10774000.55
10775,NOME 10775,10775000.55
10776,NOME 10776,10776000.55
10777,NOME 10777,10777000.55
10778,NOME 10778,10778000.55
10779,NOME 10779,10779000.55
10780,NOME 10780,10780000.55
10781,NOME 10781,10781000.55
10782,NOME 10782,10782000.55
10783,NOME 10783,10783000.55
10784,NOME 10784,10784000.55
10785,NOME 10785,10785000.55
10786,NOME 10786,10786000.55
10787,NOME 10787,10787000.55
10788,NOME 10788,10788000.55
10789,NOME 10789,10789000.55
10790,NOME 10790,10790000.55
10791,NOME 10791,10791000.55
10792,NOME 10792,10792000.55
10793,NOME 10793,10793000.55
10794,NOME 10794,10794000.55
10795,NOME 10795,10795000.55
10796,NOME 10796,10796000.55
10797,NOME 10797,10797000.55
10798,NOME 10798,10798000.55
10799,NOME 10799,10799000.55
10800,NOME 10800,10800000.55
10801,NOME 10801,10801000.55
10802,NOME 10802,10802000.55
10803,NOME 10803,10803000.55
10804,NOME 10804,10804000.55
10805,NOME 10805,10805000.55
10806,NOME 10806,10806000.55
10807,NOME 10807,10807000.55
10808,NOME 10808,10808000.55
10809,NOME 10809,10809000.55
10810,NOME 10810,10810000.55
10811,NOME 10811,10811000.55
10812,NOME 10812,10812000.55
10813,NOME 10813,10813000.55
10814,NOME 10814,10814000.55
10815,NOME 10815,10815000.55
10816,NOME 10816,10816000.55
10817,NOME 10817,10817000.55
10818,NOME 10818,10818000.55
10819,NOME 10819,10819000.55
10820,NOME 10820,10820000.55
10821,NOME 10821,10821000.55
10822,NOME 10822,10822000.55
10823,NOME 10823,10823000.55
10824,NOME 10824,10824000.55
10825,NOME 10825,10825000.55
10826,NOME 10826,10826000.55
10827,NOME 10827,10827000.55
10828,NOME 10828,10828000.55
10829,NOME 10829,10829000.55
10830,NOME 10830,10830000.55
10831,NOME 10831,10831000.55
10832,NOME 10832,10832000.55
10833,NOME 10833,10833000.55
10834,NOME 10834,10834000.55
10835,NOME 10835,10835000.55
10836,NOME 10836,10836000.55
10837,NOME 10837,10837000.55
10838,NOME 10838,10838000.55
10839,NOME 10839,10839000.55
10840,NOME 10840,10840000.55
10841,NOME 10841,10841000.55
10842,NOME 10842,10842000.55
10843,NOME 10843,10843000.55
10844,NOME 10844,10844000.55
10845,NOME 10845,10845000.55
10846,NOME 10846,10846000.55
10847,NOME 10847,10847000.55
10848,NOME 10848,10848000.55
10849,NOME 10849,10849000.55
10850,NOME 10850,10850000.55
10851,NOME 10851,10851000.55
10852,NOME 10852,10852000.55
10853,NOME 10853,10853000.55
10854,NOME 10854,10854000.55
10855,NOME 10855,10855000.55
10856,NOME 10856,10856000.55
10857,NOME 10857,10857000.55
10858,NOME 10858,10858000.55
10859,NOME 10859,10859000.55
10860,NOME 10860,10860000.55
10861,NOME 10861,10861000.55
10862,NOME 10862,10862000.55
10863,NOME 10863,10863000.55
10864,NOME 10864,10864000.55
10865,NOME 10865,10865000.55
10866,NOME 10866,10866000.55
10867,NOME 10867,10867000.55
10868,NOME 10868,10868000.55
10869,NOME 10869,10869000.55
10870,NOME 10870,10870000.55
10871,NOME 10871,10871000.55
10872,NOME 10872,10872000.55
10873,NOME 10873,10873000.55
10874,NOME 10874,10874000.55
10875,NOME 10875,10875000.55
10876,NOME 10876,10876000.55
10877,NOME 10877,10877000.55
10878,NOME 10878,10878000.55
10879,NOME 10879,10879000.55
10880,NOME 10880,10880000.55
10881,NOME 10881,10881000.55
10882,NOME 10882,10882000.55
10883,NOME 10883,10883000.55
10884,NOME 10884,10884000.55
10885,NOME 10885,10885000.55
10886,NOME 10886,10886000.55
10887,NOME 10887,10887000.55
10888,NOME 10888,10888000.55
10889,NOME 10889,10889000.55
10890,NOME 10890,10890000.55
10891,NOME 10891,10891000.55
10892,NOME 10892,10892000.55
10893,NOME 10893,10893000.55
10894,NOME 10894,10894000.55
10895,NOME 10895,10895000.55
10896,NOME 10896,10896000.55
10897,NOME 10897,10897000.55
10898,NOME 10898,10898000.55
10899,NOME 10899,10899000.55
10900,NOME 10900,10900000.55
10901,NOME 10901,10901000.55
10902,NOME 10902,10902000.55
10903,NOME 10903,10903000.55
10904,NOME 10904,10904000.55
10905,NOME 10905,10905000.55
10906,NOME 10906,10906000.55
10907,NOME 10907,10907000.55
10908,NOME 10908,10908000.55
10909,NOME 10909,10909000.55
10910,NOME 10910,10910000.55
10911,NOME 10911,10911000.55
10912,NOME 10912,10912000.55
10913,NOME 10913,10913000.55
10914,NOME 10914,10914000.55
10915,NOME 10915,10915000.55
10916,NOME 10916,10916000.55
10917,NOME 10917,10917000.55
10918,NOME 10918,10918000.55
10919,NOME 10919,10919000.55
10920,NOME 10920,10920000.55
10921,NOME 10921,10921000.55
10922,NOME 10922,10922000.55
10923,NOME 10923,10923000.55
10924,NOME 10924,10924000.55
10925,NOME 10925,10925000.55
10926,NOME 10926,10926000.55
10927,NOME 10927,10927000.55
10928,NOME 10928,10928000.55
10929,NOME 10929,10929000.55
10930,NOME 10930,10930000.55
10931,NOME 10931,10931000.55
10932,NOME 10932,10932000.55
10933,NOME 10933,10933000.55
10934,NOME 10934,10934000.55
10935,NOME 10935,10935000.55
10936,NOME 10936,10936000.55
10937,NOME 10937,10937000.55
10938,NOME 10938,10938000.55
10939,NOME 10939,10939000.55
10940,NOME 10940,10940000.55
10941,NOME 10941,10941000.55
